zpid,monthly_homeowners_insurance,zip_code,monthly_hoa,purchase_price,living_area,lot_size,home_features_score,home
46053353,112.0,32792.0,430.0,320000.0,1219.0,1219.0,-0.31369248032569885,type_CONDO
81798960,171.5,32250.0,834.0,490000.0,1407.0,1407.0,-0.1929507702589035,type_CONDO
45606431,52.5,32303.0,0.0,150000.0,1200.0,3920.0,0.024030085653066635,type_TOWNHOUSE
46118167,122.14999999999999,32809.0,675.0,349000.0,1341.0,9649.0,-0.3153335452079773,type_CONDO
45189645,46.514999999999986,33852.0,300.0,132900.0,1006.0,1006.0,-0.6202866435050964,type_CONDO
45011085,180.215,33565.0,0.0,514900.0,1785.0,30491.0,0.17439062893390653,type_SINGLE_FAMILY
48051975,104.96499999999999,32129.0,0.0,299900.0,1132.0,8480.0,-0.4292730987071991,type_SINGLE_FAMILY
2095519870,278.25,33604.0,0.0,795000.0,2434.0,5035.0,-0.050468381494283676,type_SINGLE_FAMILY
43119265,218.715,33308.0,1436.0,624900.0,1596.0,1596.0,0.22001233696937558,type_CONDO
250732439,167.965,32927.0,0.0,479900.0,1740.0,10018.0,0.054044775664806366,type_SINGLE_FAMILY
46500279,145.25,33498.0,346.0,415000.0,1109.0,2369.0,0.006649906747043133,type_TOWNHOUSE
47180874,173.25,33707.0,429.0,495000.0,980.0,980.0,-0.22253701090812683,type_CONDO
45921049,64.05000000000001,34473.0,0.0,183000.0,1466.0,7841.0,-0.38282307982444763,type_SINGLE_FAMILY
2079599570,99.75,32701.0,673.0,285000.0,1398.0,1801.0,-0.6276155114173889,type_CONDO
81792713,175.0,32250.0,840.0,500000.0,1417.0,435.0,-0.1669565737247467,type_CONDO
44622004,211.75,32250.0,0.0,605000.0,1743.0,3125.0,-0.14329636096954346,type_TOWNHOUSE
2053183817,211.75,32250.0,0.0,605000.0,1743.0,3125.0,-0.1422736644744873,type_TOWNHOUSE
2054927114,97.64999999999999,32317.0,0.0,279000.0,1200.0,6969.000000000002,-0.21209414303302765,type_SINGLE_FAMILY
47942930,122.14999999999999,32720.0,0.0,349000.0,1372.0,16820.0,-0.3511066734790802,type_SINGLE_FAMILY
2054582057,-1.4210854715202004e-14,33844.0,0.0,320990.0,1840.0,1840.0,-0.05807140842080116,type_SINGLE_FAMILY
104288938,122.14999999999999,32132.0,0.0,349000.0,1589.0,10018.0,-0.15079237520694733,type_SINGLE_FAMILY
98420968,199.5,33837.0,237.0,570000.0,3035.0,6813.0,0.1824240982532501,type_SINGLE_FAMILY
251164623,134.75,32955.0,47.0,385000.0,1676.0,5227.000000000002,-0.22168396413326263,type_SINGLE_FAMILY
44386019,173.25,33160.0,1177.0,495000.0,1350.0,1350.0,-0.011445262469351292,type_CONDO
45576693,122.14999999999999,32317.0,8.0,349000.0,1770.0,1742.0,-0.3502185344696045,type_SINGLE_FAMILY
45202510,90.96499999999999,33852.0,0.0,259900.0,1066.0,33541.0,-0.25654441118240356,type_SINGLE_FAMILY
43279142,192.465,33024.0,0.0,549900.0,1539.0,6122.0,-0.11924201995134354,type_SINGLE_FAMILY
2073839644,99.75,34285.0,530.0,285000.0,940.0,31075.0,-0.24267897009849548,type_CONDO
84642650,54.42499999999998,32065.0,265.0,155500.0,883.0,435.0,-0.02644975483417511,type_CONDO
2056245340,-1.4210854715202004e-14,33844.0,0.0,317990.0,1536.0,1536.0,-0.08905766159296036,type_SINGLE_FAMILY
