zpid,street_address,zip_code,purchase_price,gross_rent_multiplier,break_even_ratio 5.0% Down,CoC_no_prepaids 5.0% Down,CoC 5.0% Down,adj_CoC_no_prepaids 5.0% Down,adj_CoC 5.0% Down,cap_rate 5.0% Down,adj_cap_rate 5.0% Down,break_even_ratio 10.0% Down,CoC_no_prepaids 10.0% Down,CoC 10.0% Down,adj_CoC_no_prepaids 10.0% Down,adj_CoC 10.0% Down,cap_rate 10.0% Down,adj_cap_rate 10.0% Down,break_even_ratio 20.0% Down,CoC_no_prepaids 20.0% Down,CoC 20.0% Down,adj_CoC_no_prepaids 20.0% Down,adj_CoC 20.0% Down,cap_rate 20.0% Down,adj_cap_rate 20.0% Down
47447035,909 OLD GAINSVILLE Highway,32148,150000,2.824220515137822,0.24769796812921033,2.958451086174719,3.030822955388829,2.640854335704454,2.7054569128740638,0.2663751034448092,0.23777910344480924,0.2322829420043989,1.9498316658304249,1.9803724274506398,1.7447155326608796,1.7720435026143206,0.27183325589508245,0.24323725589508244,0.19721655898206955,1.1935049518300098,1.2043773528657815,1.0734362786999587,1.0832148972892468,0.28424956079562885,0.25565356079562884
46732457,19 Westgate Ln #19F,33436,99000,2.724570673712021,0.24032047443207524,2.90742164221262,2.9767435725320333,2.5991121172118956,2.6610829942480136,0.2788254064751122,0.24925813374783953,0.2254493523334115,1.9568479652917055,1.987400288365304,1.7533235064932475,1.78069819638896,0.2842835589253854,0.2547162861981127,0.19162025212551595,1.2158521817807015,1.227082465535969,1.0946878759020495,1.104799019060773,0.2966998638259319,0.2671325910986591
46882651,3601 S Ocean Blvd APT 406,33480,350000,3.028729664243683,0.26714878672825176,2.887606477378888,2.9666754868840806,2.5677436300129495,2.638054092009379,0.24196653201623777,0.21516367487338064,0.250617518490145,1.8579633234337145,1.8896538841973287,1.6566951046137681,1.6849527113261096,0.247424684466511,0.22062182732365385,0.21301188751756586,1.1203913635576364,1.1312853746163856,1.0048218772549746,1.0145921602105032,0.2598409893670574,0.23303813222420028
46755234,14 Southport Ln APT C,33436,99000,2.753671562082777,0.2428873152804819,2.866976002889768,2.935333583989875,2.5616999008382586,2.622778754846518,0.27494661859632435,0.24567025495996075,0.22785735609665222,1.9301485733286396,1.960284038034295,1.7286265689274118,1.755615664832777,0.28040477104659756,0.25112840741023396,0.1936669303858686,1.199957220979993,1.2110406900790498,1.0799850371613942,1.089960376763123,0.29282107594714396,0.26354471231078036
46643670,19291 Sabal Lake Dr,33434,89900,2.704572803850782,0.23855656438964057,2.8623267826463366,2.9288276967000098,2.5596557041245576,2.619124610686514,0.28153926362278475,0.2517684516094366,0.22379459371336013,1.9426464429370276,1.9724644430191913,1.7411318688603208,1.7678567885684295,0.28699741607305795,0.2572266040597098,0.19021379315502313,1.2147326649513048,1.225839650952468,1.0939513670964651,1.1039539815571382,0.29941372097360436,0.26964290896025617
46755310,26 Southport Ln APT C,33436,99900,2.809652379345258,0.2478250974761941,2.797912663514357,2.864779795982989,2.497609875653386,2.5573000913588704,0.2677110193607251,0.23897732566703148,0.23248958645745496,1.883179747200203,1.9126269403946725,1.6850947668655385,1.7114445145328299,0.27316917181099837,0.24443547811730462,0.19760408585095857,1.1713568498529057,1.182185951891408,1.0535027862736188,1.0632423367546153,0.2855854767115447,0.25685178301785105
103139268,117 Lantana Ln,34145,499000,3.1631928596784826,0.2729990325386696,2.800730858395285,2.8677106794491136,2.486938032291211,2.5464134595267534,0.2298313759898994,0.20408115554901765,0.2557338436809288,1.7901423071834084,1.8166333360951359,1.5942281101678688,1.6178199457380777,0.23528952844017256,0.20953930799929085,0.21645867667592944,1.0761106340706414,1.0851462036448551,0.9642437245498601,0.9723400029285171,0.24770583334071897,0.22195561289983728
2074055849,2701 NE 10th St APT 308,34470,160000,3.0125018828136767,0.26240366487480277,2.7434649359935603,2.8079639962005465,2.4416469443635416,2.49905024163283,0.24484510344480923,0.21790885344480926,0.24596097034167072,1.8056575142784226,1.8327612171697178,1.6113426539101294,1.6355296064203921,0.25030325589508245,0.22336700589508246,0.208556828451186,1.106785672271472,1.1164274135122536,0.9933085658297713,1.001961753528097,0.2627195607956288,0.23578331079562886
46684325,2534 S Garden Dr APT 104,33461,71250,2.7000909504320147,0.23816124297246255,2.677920616142919,2.735912713352606,2.394928279727779,2.4467919954671364,0.28215299818165135,0.2523361560763882,0.22342373493540166,1.8587009808356754,1.8859205183652696,1.6660081956473827,1.6904058653498257,0.28761115063192455,0.25779430852666135,0.18989858243563162,1.183597597402611,1.194118281279953,1.065971220125605,1.0754463544566453,0.30002745553247095,0.2702106134272078
2054125147,5400 Highway A1a Ave #D12,32963,269900,3.2135543172834216,0.27670276206417577,2.6525471499610584,2.712757353201062,2.3534582031687497,2.4068793824046115,0.22507702267415344,0.19969837873195265,0.25916269269320924,1.717487339794316,1.7419280459429636,1.5284164110375567,1.550166543052744,0.23053517512442662,0.20515653118222585,0.219262222475351,1.0428079359337052,1.051306416520378,0.9338765093647359,0.9414872410361244,0.242951480024973,0.21757283608277225
2053606871,5 Westgate Ln APT D,33436,114750,3.0424753420299075,0.2683612228154667,2.571279330523028,2.634183463048586,2.2858857915524156,2.3418080171399613,0.24047484200690072,0.2137838616147439,0.2517549285724704,1.7210336611780979,1.7483584357805513,1.5342507701465906,1.5586100011271158,0.24593299445717395,0.21924201406501703,0.21397862707343288,1.0691122961968174,1.07908528553967,0.958658521382079,0.967601165902387,0.25834929935772033,0.23165831896556346
338736835,239 Horse Club Ave,33440,70000,2.8031395162582093,0.2500537705775811,2.5208005170288583,2.5791230492183366,2.2494810702475547,2.3015262167170456,0.2675379605876664,0.2387422463019521,0.2347538077584587,1.7555213736305884,1.783039693273223,1.5703484371554608,1.5949641159464212,0.2729961130379396,0.24420039875222527,0.19994917284582664,1.122534512624678,1.133231381491436,1.009280214388921,1.0188978590864446,0.285412417938486,0.25661670365277167
